Protocol,Field name,Description,Type,Versions
ICMP6_3,icmpv6.rpl.opt.metric.lc.object.lc,Link Color,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lc.object.res,Reserved field,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lc.object.reserved,Reserved,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.length,Metric Length,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ll.object.ll,Link Latency,Unsigned integer (32 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lql.object,Link Quality Level Object,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lql.object.counter,Counter,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lql.object.res,Reserved field,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lql.object.val,Val(ue),Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.lt.object.lt,Link Throughput,Unsigned integer (32 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object,Node Energy Object,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object.energy,Energy,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object.flag.e,Flag E,Boolean,2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object.flag.i,Flag I,Boolean,2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object.flags,Flags field,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.ne.object.type,Type,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object,Node State and Attribute Object,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.flag.a,Flag A,Boolean,2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.flag.o,Flag O,Boolean,2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.flags,Flags,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.opttlv.object,Node State and Attribute Optional TLV,Unsigned integer (8 bits),3.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.opttlv.object.data,Raw Data,Byte sequence,3.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.opttlv.object.length,Node State and Attribute Optional TLV Length,Unsigned integer (8 bits),3.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.opttlv.object.type,Node State and Attribute Optional TLV Type,Unsigned integer (8 bits),3.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.nsa.object.reserved,Reserved field,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.prec,Precedence field,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.reserved,Reserved Flags,Unsigned integer (16 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.metric.type,Routing Metric/Constraint Type,Unsigned integer (8 bits),2.4.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.padn,Paddn,Label,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix,Destination Prefix,IPv6 address,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix.flag,Flag,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix.flag.l,On Link,Boolean,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix.length,Prefix Length,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix.preferred_lifetime,Preferred Lifetime,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.prefix.valid_lifetime,Valid Lifetime,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.reserved,Reserved,Label,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.flag,Flag,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.lifetime,Route Lifetime,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.pref,Preference,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.prefix,Prefix,IPv6 address,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.prefix_length,Prefix Length,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.route.reserved,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.addr_vec,Address Vector,Label,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.addrvec.addr,Address,IPv6 address,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.flag,Flags,Label,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.flag.compr,Compr,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.flag.hopbyhop,Hop-by-Hop,Boolean,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.flag.numofroutes,Number of Routes,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.flag.reply,Reply,Boolean,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.lifetime,Lifetime,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.maxrank,MaxRank,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.nh,NH,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.routediscovery.targetaddr,Target Address,IPv6 address,2.0.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.dodagid,DODAGID,IPv6 address,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.flag,Flag,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.flag.d,DODAGID predicate,Boolean,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.flag.i,InstanceID predicate,Boolean,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.flag.rsv,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.flag.v,Version predicate,Boolean,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.instance,Instance,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.solicited.version,Version,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.target.flag,Reserved,Label,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.target.prefix,Target,IPv6 address,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.target.prefix_length,Target Length,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.targetdesc.descriptor,Descriptor,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.flag,Flags,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.flag.e,External,Boolean,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.flag.rsv,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.parent,Parent Address,IPv6 address,1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.pathctl,Path Control,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_3,icmpv6.rpl.opt.transit.pathlifetime,Path Lifetime,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.opt.transit.pathseq,Path Sequence,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.opt.type,Type,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.dagid,DODAGID,IPv6 address,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.flag,Flags,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.flag.ack,Ack,Boolean,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.flag.reserved,Reserved,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.flag.seq,Seq,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.flag.stop,Stop,Boolean,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.instance,RPLInstanceID,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.rdo.zero,This field MUST be set to zero when the P2P-RDO is included in a P2P-DRO,Label,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.version,Version,Unsigned integer (8 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.dro.zero,This field MUST be set to zero,Label,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.droack.flag,Flags,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.droack.flag.reserved,Reserved,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.droack.flag.seq,Seq,Unsigned integer (16 bits),2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.hop_by_hop,Reply MUST be set to one in order to establish a Hop-by-Hop Route,Label,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.p2p.num_of_routes,This field MUST be set to zero when Hop-by-Hop Routes are being discovered,Label,2.0.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.algorithm,Algorithm,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.counter,Counter,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.flag,Flags,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.flag.rsv,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.flag.t,Counter is Time (T),Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.key.index,Key Source,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.key.source,Key Source,Byte sequence,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.kim,Key Identifier Mode (KIM),Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.lvl,Security Level (LVL),Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.secure.rsv,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rpl.unknown.metric,Unknown RPL metric/constraint type,Label,2.4.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag,Flags,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.a,All Interfaces,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.p,Processed previously,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.r,Result requested,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.rsv,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.s,Site-specific,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.flag.t,Test Command,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.maxdelay,Max Delay,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp,Match-Prefix Part,Label,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.matchedlen.gt128,MatchedLen is greater than 128,Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.matchlen,MatchLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.matchlen.gt128,MatchLen is greater than 128,Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.matchprefix,MatchPrefix,IPv6 address,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.maxlen,MaxLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.minlen,MinLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.opcode,OpCode,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.oplength,OpLength,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.mp.ordinal,Ordinal,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up,Use-Prefix Part,Label,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flag,Flags,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flag.p,Decrement preferred lifetime,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flag.reserved,Reserved,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flag.v,Decrement valid lifetime,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flagmask,FlagMask,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flagmask.a,Autonomous address-configuration flag(A),Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flagmask.l,On-link flag(L),Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.flagmask.reserved,Reserved,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.keeplen,KeepLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.preferredlifetime,Preferred Lifetime,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.raflags,RAFlags,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.uselen,UseLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.useprefix,UsePrefix,IPv6 address,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.pco.up.validlifetime,Valid Lifetime,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm,Result Message,Label,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.flag,Flags,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.flag.b,Bounds,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.flag.f,Forbidden,Boolean,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.flag.reserved,Reserved,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.interfaceindex,InterfaceIndex,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.matchedlen,MatchedLen,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.matchedprefix,MatchedPrefix,IPv6 address,1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.rm.ordinal,Ordinal,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.segment_number,Segment Number,Unsigned integer (8 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.rr.sequence_number,Sequence Number,Unsigned integer (32 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.send.all_components,All Components,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.send.component,Component,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.send.identifier,Identifier,Unsigned integer (16 bits),1.6.0 to 4.2.2
ICMP6_4,icmpv6.type,Type,Unsigned integer (8 bits),1.0.0 to 4.2.2
ICMP6_4,icmpv6.undecoded.option,Undecoded option,Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.undecoded.rpl_option,Undecoded RPL Option,Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.undecoded.type,Undecoded type,Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.unknown_data,Unknown Data,Byte sequence,1.6.0 to 4.2.2
ICMP6_4,icmpv6.unknown_data.expert,Unknown Data (not interpreted),Label,1.12.0 to 4.2.2
ICMP6_4,icmpv6.x509_Certificate,Certificate,Label,1.2.0 to 4.2.2
ICMP6_4,icmpv6.x509_Name,Name,Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.access_key,Access Key,Byte sequence,1.0.0 to 4.2.2
IGMP,igmp.aux_data,Aux Data,Byte sequence,1.0.0 to 4.2.2
IGMP,igmp.aux_data_len,Aux Data Len,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.bad_checksum,Bad checksum,Label,2.4.0 to 4.2.2
IGMP,igmp.checksum,Checksum,Unsigned integer (16 bits),1.0.0 to 4.2.2
IGMP,igmp.checksum.status,Checksum Status,Unsigned integer (8 bits),2.2.0 to 4.2.2
IGMP,igmp.data,Data,Byte sequence,2.0.0 to 4.2.2
IGMP,igmp.group_type,Type Of Group,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.identifier,Identifier,Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.maddr,Multicast Address,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.max_resp,Max Resp Time,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.max_resp.exp,Exponent,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.max_resp.mant,Mantissa,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.max_hops,# hops,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_arrival,Query Arrival,Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_fwd_code,Forwarding Code,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_fwd_ttl,FwdTTL,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_id,Query ID,Unsigned integer (24 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_inaddr,In itf addr,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_inpkt,In pkts,Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_mbz,MBZ,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_outaddr,Out itf addr,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_outpkt,Out pkts,Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_prevrtr,Previous rtr addr,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_rtg_proto,Rtg Protocol,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_s,S,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_src_mask,Src Mask,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.q_total,"S,G pkt count",Unsigned integer (32 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.raddr,Receiver Address,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.mtrace.resp_ttl,Response TTL,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.mtrace.rspaddr,Response Address,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.mtrace.saddr,Source Address,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.num_grp_recs,Num Group Records,Unsigned integer (16 bits),1.0.0 to 4.2.2
IGMP,igmp.num_src,Num Src,Unsigned integer (16 bits),1.0.0 to 4.2.2
IGMP,igmp.qqic,QQIC,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.qrv,QRV,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.record_type,Record Type,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.reply,Reply,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.reply.pending,Reply Pending,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.reserved,Reserved,Byte sequence,2.0.0 to 4.2.2
IGMP,igmp.s,S,Boolean,1.0.0 to 4.2.2
IGMP,igmp.saddr,Source Address,IPv4 address,1.0.0 to 4.2.2
IGMP,igmp.type,Type,Unsigned integer (8 bits),1.0.0 to 4.2.2
IGMP,igmp.version,IGMP Version,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.ctrl.associd,AssociationID,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.clock_status.code,Clock Event Code,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.clock_status.status,Clock Status,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.configuration,Configuration,Character string,2.6.0 to 4.2.2
NTP,ntp.ctrl.count,Count,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.data,Data,Label,1.8.0 to 4.2.2
NTP,ntp.ctrl.err_status,Error Status Word,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.flags2,Flags 2,Unsigned integer (8 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.flags2.error,Error bit,Unsigned integer (8 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.flags2.more,More bit,Unsigned integer (8 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.flags2.opcode,Opcode,Unsigned integer (8 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.flags2.r,Response bit,Boolean,1.8.0 to 4.2.2
NTP,ntp.ctrl.item,Item,Label,1.8.0 to 4.2.2
NTP,ntp.ctrl.mru,MRU,Character string,2.6.0 to 4.2.2
NTP,ntp.ctrl.nonce,Nonce,Character string,2.6.0 to 4.2.2
NTP,ntp.ctrl.offset,Offset,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.ordlist,Ordered List,Character string,2.6.0 to 4.2.2
NTP,ntp.ctrl.peer_status.authenable,Peer Status,Boolean,1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.authentic,Peer Status,Boolean,1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.bcast,Peer Status broadcast association,Boolean,2.6.0 to 4.2.2
NTP,ntp.ctrl.peer_status.code,Peer Event Code,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.config,Peer Status,Boolean,1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.count,Peer Event Counter,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.reach,Peer Status,Boolean,1.8.0 to 4.2.2
NTP,ntp.ctrl.peer_status.selection,Peer Selection,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.sequence,Sequence,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.status,Status,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.sys_status.clksrc,Clock Source,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.sys_status.code,System Event Code,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.sys_status.count,System Event Counter,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.sys_status.li,Leap Indicator,Unsigned integer (16 bits),1.8.0 to 4.2.2
NTP,ntp.ctrl.trapmsg,Trap message,Character string,1.8.0 to 4.2.2
NTP,ntp.delta_time,Delta Time,Time offset,3.0.0 to 4.2.2
NTP,ntp.ext,Extension,Label,1.0.0 to 4.2.2
NTP,ntp.ext.invalid_length,Extension invalid length,Label,2.0.0 to 4.2.2
NTP,ntp.ext.length,Length,Unsigned integer (16 bits),3.4.0 to 4.2.2
NTP,ntp.ext.type,Field Type,Unsigned integer (16 bits),3.4.0 to 4.2.2
NTP,ntp.ext.value,Value,Byte sequence,3.4.0 to 4.2.2
NTP,ntp.flags,Flags,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.flags.li,Leap Indicator,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.flags.mode,Mode,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.flags.vn,Version number,Unsigned integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.key_index,KeyIndex,Unsigned integer (32 bits),2.0.0 to 4.2.2
NTP,ntp.key_signature,Signature,Byte sequence,2.0.0 to 4.2.2
NTP,ntp.key_type,Key type,Unsigned integer (8 bits),2.0.0 to 4.2.2
NTP,ntp.keyid,Key ID,Byte sequence,1.0.0 to 4.2.2
NTP,ntp.mac,Message Authentication Code,Byte sequence,1.0.0 to 4.2.2
NTP,ntp.org,Origin Timestamp,Date and time,1.0.0 to 4.2.2
NTP,ntp.padding,Padding,Byte sequence,"2.2.12 to 2.2.17, 2.4.4 to 4.2.2"
NTP,ntp.ppoll,Peer Polling Interval,Signed integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.precision,Peer Clock Precision,Signed integer (8 bits),1.0.0 to 4.2.2
NTP,ntp.priv.auth,Auth bit,Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP,ntp.priv.auth_seq,"Auth, sequence",Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP,ntp.priv.config.flags,Flags,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP,ntp.priv.err,Err,Unsigned integer (8 bits),2.0.0 to 4.2.2
NTP,ntp.priv.flags.more,More bit,Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP,ntp.priv.flags.r,Response bit,Boolean,1.10.0 to 4.2.2
NTP,ntp.priv.impl,Implementation,Unsigned integer (8 bits),1.10.0 to 4.2.2
NTP,ntp.priv.itemsize,Size of data item,Unsigned integer (16 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.action,Action,Unsigned integer (8 bits),3.0.0 to 4.2.2
NTP,ntp.priv.mode7.address,Address,IPv4 address,3.0.0 to 4.2.2
